Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall
22070.0,1,0,11,2,2,2,2,6,0,0,50,0,0,0,1,0,0,0,1,0,0,46,25,0
69267.0,0,0,31,2,3,4,5,7,0,1,67,0,0,1,0,0,0,0,1,0,0,1489,1343,0
31788.0,1,0,15,3,3,0,4,5,1,0,37,0,0,1,0,0,0,0,0,1,0,54,48,0
61905.0,0,1,2,2,4,2,4,5,0,0,45,0,0,0,1,0,0,0,0,0,1,218,205,0
29315.0,1,1,55,4,2,0,4,6,0,0,60,0,1,0,0,0,0,0,1,0,0,44,40,0
33378.0,1,1,38,3,2,0,4,7,0,0,57,1,0,0,0,0,0,0,1,0,0,89,79,0
66313.0,0,1,86,2,6,3,12,4,0,0,57,0,0,0,1,0,0,0,0,0,1,763,756,0
60714.0,0,0,56,2,7,4,10,5,0,1,64,0,0,1,0,0,0,0,1,0,0,795,633,0
77882.0,0,0,29,1,3,3,5,1,0,0,39,0,0,0,1,0,0,0,0,1,0,803,788,0
69867.0,0,0,30,1,3,5,8,1,0,1,34,0,0,1,0,0,0,0,0,0,1,871,817,1
63841.0,0,1,64,1,9,3,9,6,0,0,52,1,0,0,0,0,0,0,0,1,0,777,646,0
24480.0,1,0,46,3,3,0,4,7,0,0,39,0,1,0,0,0,0,1,0,0,0,85,68,0
51369.0,0,1,84,2,8,2,4,8,0,0,44,0,0,0,1,0,0,0,1,0,0,394,212,0
37760.0,0,0,20,2,4,1,6,7,0,0,74,0,0,0,1,0,0,0,1,0,0,289,261,0
65640.0,0,1,74,1,5,1,8,2,0,0,46,0,0,0,1,0,0,0,0,0,1,395,329,0
44319.0,1,1,18,2,2,0,3,5,0,0,45,0,1,0,0,0,0,0,0,1,0,34,31,0
30631.0,1,0,75,1,3,1,2,7,0,0,46,0,1,0,0,0,0,0,1,0,0,50,30,0
75278.0,0,0,17,1,6,3,13,3,0,0,68,0,0,0,1,0,0,0,1,0,0,856,782,0
50898.0,1,1,88,13,6,2,12,5,0,0,64,0,0,0,1,0,0,0,0,1,0,724,589,0
79946.0,0,0,19,1,5,11,5,3,0,0,54,0,0,0,0,1,0,0,1,0,0,1450,1422,0
35416.0,0,0,62,3,7,1,5,8,0,0,71,1,0,0,0,0,0,0,0,1,0,339,288,0
32414.0,0,0,11,1,1,0,3,7,0,0,36,0,0,0,1,0,1,0,0,0,0,40,28,1
38361.0,1,0,74,3,3,1,3,7,0,0,51,0,0,0,1,0,0,0,1,0,0,123,109,0
82497.0,0,0,32,1,2,7,9,4,0,0,40,0,1,0,0,0,0,0,1,0,0,1716,1513,1
16626.0,2,0,76,3,3,0,3,9,0,0,49,0,0,0,1,0,0,0,1,0,0,55,42,0
29672.0,1,1,6,1,0,0,3,6,0,0,55,0,0,0,1,0,0,0,1,0,0,17,9,0
55951.0,0,1,62,3,3,6,11,8,0,0,68,0,0,0,1,0,0,0,0,1,0,1334,1294,2
35388.0,1,0,20,1,1,0,3,7,0,0,32,1,0,0,0,0,1,0,0,0,0,24,16,0
42386.0,1,0,43,1,3,0,3,8,0,0,34,0,0,0,1,0,0,0,0,1,0,89,78,0
68627.0,0,0,45,1,2,3,6,1,0,0,38,0,0,1,0,0,0,0,1,0,0,787,749,0
57912.0,0,1,34,5,8,3,12,5,0,0,55,1,0,0,0,0,0,0,0,0,1,881,846,1
35246.0,1,1,53,4,3,1,3,5,0,0,62,1,0,0,0,0,0,0,1,0,0,52,42,0
58821.0,0,1,44,1,9,2,9,6,0,0,64,0,0,0,1,0,1,0,0,0,0,700,672,0
46377.0,1,0,89,1,2,1,3,4,0,0,42,0,1,0,0,0,0,0,0,0,1,90,90,0
39747.0,1,0,43,3,5,1,4,8,0,0,32,0,0,1,0,0,0,0,1,0,0,221,169,0
23976.0,1,0,68,3,3,1,3,7,0,0,36,0,0,0,1,0,0,0,1,0,0,41,16,0
80950.0,0,0,44,1,6,7,9,2,0,0,59,0,1,0,0,0,0,0,0,1,0,1150,1087,1
27038.0,0,0,64,1,3,0,3,9,0,1,54,0,0,0,0,1,0,0,1,0,0,92,77,0
77457.0,0,0,85,1,2,5,10,1,0,0,73,0,0,1,0,0,0,0,1,0,0,1146,1135,1
64100.0,0,1,93,1,8,3,6,7,0,0,56,0,1,0,0,0,0,0,0,1,0,536,526,1
42670.0,0,0,12,1,4,2,4,4,0,0,28,0,0,0,1,0,0,0,0,1,0,226,211,0
12571.0,1,0,86,4,3,1,3,6,0,0,44,1,0,0,0,0,0,0,1,0,0,36,19,0
22574.0,2,1,28,2,2,0,3,7,0,0,53,0,1,0,0,0,0,0,1,0,0,35,33,0
70893.0,0,0,42,1,6,6,10,3,0,0,44,0,0,1,0,0,0,0,0,1,0,1494,1480,0
54198.0,1,1,13,6,3,1,6,4,0,0,54,0,1,0,0,0,0,0,1,0,0,218,201,0
28839.0,1,1,86,2,2,0,3,5,0,0,64,0,0,0,1,0,0,0,0,1,0,31,30,0
40321.0,1,1,59,2,3,0,3,7,0,0,48,0,1,0,0,0,0,0,1,0,0,75,48,0
66503.0,1,0,30,2,4,3,6,3,0,0,35,0,0,1,0,0,0,0,1,0,0,351,301,0
30833.0,1,1,33,2,1,0,3,5,0,0,69,0,1,0,0,0,0,0,1,0,0,22,16,0
64795.0,0,1,23,3,3,3,12,2,0,0,49,0,1,0,0,0,0,0,1,0,0,603,526,0
34421.0,1,0,81,1,1,0,2,7,0,0,46,0,1,0,0,0,0,0,1,0,0,21,12,0
47025.0,1,1,6,1,1,0,2,7,0,0,55,1,0,0,0,0,0,0,0,0,1,19,18,0
64325.0,0,1,41,5,10,3,5,7,0,0,59,1,0,0,0,0,0,0,0,0,1,1234,1161,0
40464.0,0,1,78,6,8,2,8,8,0,0,67,0,0,1,0,0,0,0,1,0,0,589,548,0
62187.0,0,0,49,1,4,8,5,3,0,0,63,0,1,0,0,0,0,0,1,0,0,1157,1031,0
14849.0,1,0,39,3,2,0,4,8,0,0,44,1,0,0,0,0,0,0,0,0,1,56,47,0
27255.0,1,0,3,1,1,0,3,7,0,0,36,0,1,0,0,0,0,0,1,0,0,35,33,0
54432.0,2,1,37,1,1,0,3,4,0,0,70,0,1,0,0,0,0,0,0,0,1,38,38,0
29999.0,1,0,22,4,3,1,4,8,0,0,34,0,0,1,0,0,0,0,0,0,1,149,138,0
24072.0,1,0,79,1,1,0,2,8,0,0,37,0,0,1,0,0,0,0,1,0,0,19,15,0
33996.0,0,0,46,1,1,1,3,4,0,0,31,0,0,1,0,0,0,0,0,0,1,65,59,0
66334.0,0,1,82,2,9,3,5,5,0,1,64,0,1,0,0,0,0,0,0,0,1,1138,1115,0
35178.0,1,0,10,1,1,1,2,7,0,1,49,0,1,0,0,0,0,0,0,1,0,41,23,1
22010.0,1,0,51,2,2,0,3,8,0,0,37,0,0,0,1,0,0,0,1,0,0,25,17,0
62204.0,0,2,38,1,4,5,12,3,0,0,60,1,0,0,0,0,0,0,1,0,0,807,668,0
75693.0,0,0,10,1,11,4,6,4,0,1,52,1,0,0,0,0,0,0,1,0,0,1412,1382,3
30675.0,1,0,14,1,1,0,3,8,0,0,48,0,1,0,0,0,0,0,1,0,0,41,20,0
83003.0,0,0,18,1,7,6,8,3,0,1,55,0,0,0,1,0,0,0,1,0,0,1552,1430,1
68655.0,0,0,95,1,4,5,11,3,0,0,32,0,0,1,0,0,0,0,1,0,0,1500,1462,0
41411.0,0,0,11,1,2,1,4,6,0,0,34,1,0,0,0,0,0,0,1,0,0,121,103,0
55212.0,0,1,65,3,4,2,11,8,0,0,51,0,1,0,0,0,0,0,0,0,1,1148,1114,2
59292.0,0,1,71,2,3,5,8,3,0,0,70,0,0,0,1,0,0,0,0,0,1,493,479,0
27190.0,1,0,13,1,1,0,2,8,0,1,47,0,0,0,1,0,0,1,0,0,0,15,12,1
82623.0,0,0,58,1,2,9,4,1,0,0,68,1,0,0,0,0,0,0,1,0,0,767,594,0
44300.0,1,1,65,2,1,0,3,6,0,0,55,0,1,0,0,0,0,0,1,0,0,39,36,0
84835.0,0,0,0,1,4,4,6,1,0,1,50,1,0,0,0,0,0,0,1,0,0,972,754,0
30372.0,1,1,33,3,2,0,3,7,0,0,49,0,0,0,0,1,0,0,1,0,0,37,30,0
33181.0,1,0,90,1,1,0,2,6,0,0,44,0,1,0,0,0,0,0,0,1,0,12,8,1
71113.0,0,1,95,4,6,7,9,4,0,0,63,0,1,0,0,0,0,0,1,0,0,827,819,0
71952.0,1,0,93,2,8,4,8,4,0,0,34,0,1,0,0,0,0,0,1,0,0,1350,1257,2
69759.0,0,0,38,3,4,6,5,3,0,1,54,0,0,1,0,0,0,0,0,0,1,1029,1029,0
72099.0,0,0,18,1,3,4,10,1,0,0,46,0,1,0,0,0,0,0,1,0,0,1166,1144,0
60000.0,0,1,57,5,11,3,5,6,0,0,44,0,0,1,0,0,0,0,0,0,1,1265,1253,0
38643.0,1,1,45,2,2,0,3,7,1,0,42,0,0,1,0,0,0,0,1,0,0,39,29,0
50737.0,0,1,61,1,2,0,4,6,0,0,65,0,1,0,0,0,0,0,1,0,0,89,79,1
68462.0,0,0,6,1,3,3,8,1,0,0,51,0,1,0,0,0,0,0,0,0,1,1622,1574,0
65073.0,0,0,65,1,5,3,5,2,1,0,77,0,1,0,0,0,0,0,0,1,0,892,884,0
46681.0,0,2,52,2,4,6,4,5,0,0,72,0,0,0,1,0,0,0,0,0,1,387,349,0
78618.0,0,0,87,1,4,7,10,2,0,0,63,0,1,0,0,0,0,0,1,0,0,2092,2031,1
62187.0,0,1,38,3,6,2,10,4,0,0,51,0,0,0,0,1,0,0,0,0,1,595,554,0
28442.0,2,0,53,3,2,1,4,4,0,0,42,0,1,0,0,0,0,0,1,0,0,51,45,0
37717.0,1,0,31,1,1,0,2,9,0,0,42,0,1,0,0,0,0,0,0,0,1,20,15,0
51479.0,1,1,67,7,6,3,6,7,0,0,53,0,1,0,0,0,0,0,1,0,0,429,364,0
54803.0,0,1,65,2,6,2,9,4,0,0,51,0,0,1,0,0,0,0,1,0,0,551,409,0
79530.0,0,0,64,1,4,10,11,2,0,0,60,0,1,0,0,0,0,0,1,0,0,1319,1290,0
31615.0,1,0,82,2,2,0,3,7,0,0,44,1,0,0,0,0,0,0,1,0,0,42,33,0
72025.0,0,0,27,1,4,3,8,3,0,0,58,0,0,0,1,0,0,0,1,0,0,1699,1466,0
52614.0,0,1,63,2,2,4,8,8,0,0,45,0,0,1,0,0,0,0,0,0,1,952,914,0
35684.0,1,0,66,1,1,0,3,6,0,0,36,0,1,0,0,0,1,0,0,0,0,27,24,0
48178.0,1,1,69,6,5,1,4,8,0,0,45,0,1,0,0,0,0,0,1,0,0,216,178,0
29548.0,1,0,52,1,1,1,2,4,0,0,50,0,0,1,0,0,0,0,0,1,0,18,7,1
63810.0,0,1,45,4,4,3,12,8,0,0,54,0,0,1,0,0,0,0,1,0,0,1270,1169,1
38578.0,1,1,2,3,3,0,3,8,0,1,48,0,0,1,0,0,0,0,0,0,1,70,67,0
46098.0,1,1,86,4,3,2,2,8,0,0,45,0,0,1,0,0,0,0,0,1,0,84,48,0
22585.0,0,0,23,1,1,1,2,9,0,1,50,0,0,1,0,0,0,0,1,0,0,42,3,1
30279.0,1,0,13,1,1,0,3,8,0,0,31,0,0,1,0,0,0,0,1,0,0,36,35,0
66426.0,0,1,14,2,3,5,10,6,0,0,59,0,0,0,1,0,0,0,0,0,1,1220,1063,0
30822.0,1,0,92,1,1,0,3,7,0,0,51,0,0,1,0,0,0,0,1,0,0,39,27,0
33581.0,2,0,38,1,1,0,2,8,0,0,51,0,1,0,0,0,0,0,0,0,1,16,15,0
19986.0,1,0,74,1,0,0,3,7,0,0,35,0,1,0,0,0,0,0,1,0,0,16,10,0
27421.0,0,0,14,3,4,1,6,7,0,0,66,0,0,0,0,1,0,0,1,0,0,269,214,0
35688.0,2,1,94,7,4,1,4,8,0,0,47,0,1,0,0,0,1,0,0,0,0,179,147,0
36143.0,1,0,33,1,0,1,2,3,0,0,39,0,0,1,0,0,0,0,0,1,0,13,7,0
10245.0,1,0,32,3,1,2,2,5,0,0,49,0,0,1,0,0,0,0,1,0,0,28,15,0
43795.0,0,1,11,3,7,3,4,7,0,1,52,0,0,0,1,0,0,0,0,1,0,385,278,1
63381.0,0,1,78,4,4,5,13,2,0,0,60,0,0,0,1,0,0,0,1,0,0,846,687,0
38823.0,0,1,56,1,2,1,3,6,0,0,71,0,0,0,1,0,0,0,1,0,0,91,68,0
83664.0,1,1,57,3,2,2,12,5,0,0,52,1,0,0,0,0,0,0,0,0,1,1087,1001,0
90300.0,0,0,7,0,5,6,8,1,0,0,41,0,0,0,1,0,0,0,1,0,0,1681,1624,1
62499.0,1,0,0,2,3,1,6,4,0,0,41,0,0,0,1,0,0,0,0,1,0,218,214,0
74293.0,0,0,66,1,5,4,6,2,0,0,27,0,0,1,0,0,0,0,1,0,0,1046,965,0
51012.0,0,0,86,1,4,1,4,6,0,0,74,0,1,0,0,0,0,0,0,0,1,185,161,0
70777.0,0,1,80,3,5,3,12,3,0,0,52,0,1,0,0,0,0,0,0,1,0,709,631,0
68682.0,0,0,56,1,4,9,10,2,0,0,29,0,0,0,1,0,0,0,0,0,1,1553,1508,0
43824.0,1,1,18,4,3,1,4,8,0,0,49,0,1,0,0,0,0,0,1,0,0,154,122,0
15345.0,1,0,51,2,1,1,2,8,0,1,36,0,0,0,1,0,0,0,1,0,0,28,9,0
23442.0,1,0,71,1,1,0,3,7,0,0,33,0,0,1,0,0,0,0,1,0,0,22,17,0
14515.0,1,0,71,4,2,2,3,7,0,1,40,0,0,0,1,0,1,0,0,0,0,61,26,0
31395.0,1,1,80,4,2,1,3,6,0,0,64,1,0,0,0,0,1,0,0,0,0,57,50,0
75276.0,0,0,2,1,9,4,9,5,0,0,55,0,0,0,1,0,0,0,1,0,0,1019,998,0
42373.0,1,1,83,5,2,1,5,5,0,0,46,0,0,1,0,0,0,0,1,0,0,144,125,0
30507.0,0,0,29,1,5,1,4,7,0,0,60,0,0,0,1,0,0,0,1,0,0,233,123,0
55521.0,1,2,11,9,6,3,6,7,0,1,65,0,0,1,0,0,0,0,0,0,1,442,438,1
48006.0,1,1,55,1,1,0,3,6,0,0,55,0,1,0,0,0,0,0,1,0,0,39,37,0
27213.0,1,0,19,3,2,0,4,8,0,1,48,0,0,1,0,0,0,0,0,0,1,67,64,0
65808.0,1,1,1,3,5,1,5,6,0,0,49,1,0,0,0,0,0,0,0,0,1,262,252,0
30351.0,1,0,19,1,3,0,2,9,0,0,46,0,0,0,1,0,0,0,0,0,1,44,42,0
50437.0,0,2,28,3,7,1,8,7,0,0,57,0,1,0,0,0,0,0,1,0,0,486,482,0
23616.0,1,0,76,2,3,0,3,8,0,1,38,0,0,1,0,0,1,0,0,0,0,47,15,0
53858.0,0,1,50,4,4,3,6,4,0,0,44,0,1,0,0,0,0,0,1,0,0,889,863,0
66465.0,0,1,1,3,11,9,12,6,0,0,65,0,1,0,0,0,0,0,0,0,1,1471,1457,1
46923.0,1,0,90,3,5,1,7,7,0,0,33,0,0,1,0,0,0,0,1,0,0,363,357,0
75072.0,0,1,83,2,5,4,8,3,0,0,58,0,0,0,1,0,0,0,1,0,0,948,823,0
75865.0,0,0,73,1,3,5,10,1,0,0,77,0,1,0,0,0,0,0,0,0,1,1230,1218,0
19789.0,1,0,24,3,2,1,3,5,0,0,45,0,0,0,1,0,1,0,0,0,0,50,22,1
80134.0,0,0,11,1,2,7,11,5,0,0,26,0,0,0,1,0,0,0,1,0,0,1352,1326,4
91065.0,0,0,33,1,7,9,9,3,0,1,39,0,0,1,0,0,0,0,1,0,0,1360,1246,2
49505.0,1,1,4,9,10,2,8,8,0,0,49,0,1,0,0,0,0,0,0,1,0,723,695,0
37401.0,1,0,14,2,2,0,3,7,0,0,47,0,1,0,0,0,0,0,0,0,1,45,42,0
30096.0,1,0,30,1,2,0,3,6,0,0,37,0,1,0,0,0,0,0,1,0,0,36,27,0
18492.0,1,0,75,1,1,0,2,8,0,0,38,0,0,0,1,0,0,0,0,1,0,9,8,0
82584.0,0,0,26,1,3,4,8,1,0,1,46,0,1,0,0,0,0,0,0,1,0,1367,1299,2
93027.0,0,0,77,0,7,10,5,2,0,0,79,0,1,0,0,0,0,0,0,0,1,2098,2077,1
48686.0,1,2,8,1,1,0,2,8,0,0,67,0,1,0,0,0,0,0,1,0,0,19,18,0
92910.0,0,0,42,1,6,7,13,1,0,0,34,0,1,0,0,0,0,0,1,0,0,1762,1729,3
75433.0,1,0,28,2,2,5,10,6,0,0,31,0,1,0,0,0,0,0,1,0,0,1131,1074,2
10404.0,1,0,52,2,1,0,4,5,0,0,31,0,0,0,1,0,1,0,0,0,0,31,19,0
61314.0,0,1,1,2,5,5,12,3,0,0,52,0,1,0,0,0,0,0,1,0,0,836,664,0
84865.0,0,0,1,1,2,4,9,4,0,1,59,0,0,1,0,0,0,0,0,0,1,1672,1656,4
42387.0,1,0,42,5,8,1,7,8,0,0,31,0,1,0,0,0,0,0,1,0,0,493,302,0
67309.0,1,1,76,15,9,6,9,7,0,0,53,0,0,0,1,0,1,0,0,0,0,987,892,0
75236.0,0,1,27,1,8,3,13,4,0,0,56,0,1,0,0,0,0,0,1,0,0,954,840,0
30015.0,1,0,28,2,1,0,4,5,0,0,50,0,0,1,0,0,0,0,1,0,0,52,47,0
50943.0,0,1,49,1,1,0,3,5,0,0,64,0,0,0,1,0,0,0,0,1,0,40,34,0
67272.0,0,1,12,3,6,2,12,5,0,0,54,1,0,0,0,0,0,0,1,0,0,719,705,0
51529.0,0,1,14,2,9,1,5,8,0,0,71,0,0,0,0,1,0,0,0,1,0,445,423,0
32011.0,1,0,89,3,2,1,4,7,0,0,49,0,1,0,0,0,0,0,0,0,1,117,112,0
7500.0,1,0,96,2,2,0,3,8,0,0,34,0,1,0,0,0,1,0,0,0,0,27,18,0
28691.0,1,0,56,1,1,0,3,8,0,0,31,0,1,0,0,0,0,0,1,0,0,30,26,0
56223.0,0,1,72,2,2,1,5,4,0,0,72,0,1,0,0,0,0,0,0,0,1,152,148,0
18100.0,0,0,14,1,0,0,3,5,0,0,74,0,1,0,0,0,0,0,1,0,0,13,12,0
30279.0,1,0,13,1,1,0,3,8,0,0,31,0,0,1,0,0,0,0,1,0,0,36,35,0
20130.0,0,0,99,1,1,0,3,8,0,0,46,0,1,0,0,0,1,0,0,0,0,22,10,0
23295.0,0,0,72,1,1,0,2,8,0,0,61,1,0,0,0,0,0,0,1,0,0,15,10,0
42618.0,1,0,92,2,5,0,4,8,0,0,48,1,0,0,0,0,0,0,0,1,0,182,172,0
81246.0,0,0,87,1,4,5,7,1,0,0,56,0,0,1,0,0,0,0,1,0,0,1342,1305,2
24027.0,1,0,7,2,2,0,3,8,0,0,44,0,1,0,0,0,0,0,1,0,0,43,38,0
55707.0,0,1,91,2,3,2,9,3,0,0,67,0,1,0,0,0,0,0,0,0,1,393,358,0
57959.0,0,1,71,5,4,7,11,3,0,0,65,0,0,1,0,0,0,0,1,0,0,835,802,0
56796.0,0,1,24,3,8,9,7,7,0,0,51,0,1,0,0,0,0,0,1,0,0,964,927,0
36230.0,1,0,17,1,2,0,4,5,0,0,49,0,0,1,0,0,0,0,0,1,0,56,53,0
70829.0,1,1,87,2,4,2,8,3,0,0,40,0,1,0,0,0,1,0,0,0,0,408,385,0
65991.0,0,1,21,3,9,5,10,7,0,0,44,0,1,0,0,0,0,0,1,0,0,962,953,0
38988.0,1,2,90,7,5,1,6,8,0,0,48,0,1,0,0,0,0,0,1,0,0,306,264,0
89572.0,0,0,44,1,7,7,9,4,0,1,54,0,0,1,0,0,1,0,0,0,0,1995,1931,2
42207.0,1,0,71,4,4,1,5,6,0,1,36,0,1,0,0,0,0,0,0,1,0,219,173,1
50300.0,0,1,52,2,2,1,8,2,0,0,68,0,1,0,0,0,0,0,1,0,0,265,260,0
66664.0,0,0,78,1,5,7,6,3,0,0,38,0,0,0,1,0,1,0,0,0,0,1257,1225,0
60597.0,0,1,2,4,2,2,8,7,0,1,56,0,1,0,0,0,0,0,1,0,0,827,761,1
70165.0,0,0,60,1,3,7,11,1,0,0,71,0,0,0,0,1,0,0,1,0,0,804,682,0
50520.0,0,1,25,2,3,1,3,6,0,0,62,0,0,0,0,1,0,0,0,0,1,121,107,0
80124.0,0,0,47,1,3,7,8,1,0,0,57,0,1,0,0,0,0,0,1,0,0,1254,1013,1
33183.0,1,0,46,2,4,0,3,7,0,0,45,0,1,0,0,0,0,0,1,0,0,83,46,0
66582.0,0,0,83,1,2,8,9,1,0,0,51,0,0,1,0,0,0,0,0,0,1,1288,1288,0
75261.0,0,0,17,1,5,6,5,2,0,1,65,0,0,0,1,0,0,0,0,0,1,1726,1709,2
31880.0,1,0,13,1,1,0,2,8,0,0,50,0,0,0,0,1,0,0,1,0,0,12,9,0
53790.0,0,2,86,3,7,2,8,6,0,0,69,0,1,0,0,0,0,0,1,0,0,537,532,0
49269.0,1,0,92,3,7,3,12,7,0,0,49,0,0,0,1,0,0,0,0,0,1,832,774,0
61456.0,0,1,47,4,6,10,13,4,0,0,45,0,1,0,0,0,0,0,1,0,0,1299,1210,0
37406.0,1,0,18,1,1,0,2,8,0,1,40,0,1,0,0,0,0,0,1,0,0,14,11,0
56937.0,1,0,81,7,8,6,9,6,0,1,39,0,0,0,1,0,0,0,0,0,1,898,890,1
38415.0,1,1,91,2,1,0,3,7,0,0,42,0,1,0,0,0,0,0,1,0,0,40,36,0
20518.0,1,0,58,1,1,1,2,5,0,0,32,0,0,1,0,0,0,0,1,0,0,16,7,0
62503.0,0,1,40,4,8,3,11,5,0,0,64,0,1,0,0,0,0,0,1,0,0,856,739,0
41644.0,1,1,67,2,1,0,3,3,0,0,48,0,0,1,0,0,0,0,0,0,1,29,27,0
55842.0,0,1,19,1,7,1,8,5,0,0,43,0,1,0,0,0,0,0,0,1,0,494,470,0
62010.0,0,1,93,4,6,2,7,5,0,0,48,0,1,0,0,0,0,0,0,0,1,438,346,0
41124.0,1,0,41,7,7,3,4,8,0,0,43,0,1,0,0,0,0,0,1,0,0,387,268,0
38961.0,1,0,60,1,2,1,2,7,0,0,47,0,1,0,0,0,0,0,0,1,0,46,22,0
37760.0,1,0,54,1,2,0,3,6,0,0,48,1,0,0,0,0,0,0,0,1,0,54,54,0
32233.0,1,0,26,2,6,2,2,9,0,1,46,0,0,1,0,0,0,0,1,0,0,224,152,1
43057.0,0,1,30,4,4,2,5,5,0,0,45,0,1,0,0,0,0,0,1,0,0,261,256,0
83151.0,0,0,93,1,5,9,4,3,0,0,60,0,0,0,1,0,0,0,0,1,0,729,711,0
78825.0,0,0,35,1,5,10,13,3,0,1,56,1,0,0,0,0,0,0,0,0,1,877,859,0
65104.0,0,1,4,2,3,5,7,7,0,0,44,0,0,0,1,0,0,0,0,1,0,1003,953,0
60093.0,0,1,92,2,7,2,10,6,0,0,46,0,1,0,0,0,0,0,1,0,0,645,555,0
14045.0,1,0,24,1,1,0,3,7,0,0,51,0,1,0,0,0,0,0,1,0,0,19,18,0
28457.0,0,0,96,1,4,1,4,8,0,0,68,0,0,0,0,1,1,0,0,0,0,191,177,0
78952.0,0,1,11,2,2,5,12,6,0,0,62,0,0,0,1,0,0,0,0,0,1,1958,1824,0
46310.0,1,0,99,2,6,1,5,8,0,0,44,1,0,0,0,0,0,0,1,0,0,295,281,0
76005.0,0,0,72,1,3,5,13,6,0,0,65,0,0,0,1,0,0,0,1,0,0,1682,1642,1
58308.0,0,1,77,4,2,6,3,8,0,0,56,0,0,1,0,0,0,0,0,1,0,770,640,0
55614.0,0,0,85,1,9,4,6,7,0,0,76,1,0,0,0,0,0,0,0,0,1,656,630,1
59432.0,0,1,88,3,5,3,11,5,0,0,58,1,0,0,0,0,0,0,0,1,0,651,639,0
55563.0,0,1,22,1,2,0,3,3,0,0,42,1,0,0,0,0,0,0,1,0,0,41,39,0
78642.0,0,1,83,1,4,9,4,6,0,0,49,0,0,0,1,0,0,0,0,0,1,1799,1782,0
67911.0,0,1,63,3,6,7,11,3,0,0,71,0,0,0,1,0,0,0,0,0,1,976,976,0
65275.0,0,0,9,1,4,3,13,2,0,0,76,0,1,0,0,0,0,0,1,0,0,725,704,0
27203.0,1,1,92,2,1,1,2,8,0,0,70,0,0,0,1,0,0,0,1,0,0,40,16,0
48330.0,0,1,2,1,1,0,3,5,0,0,59,0,0,0,1,0,0,0,0,1,0,32,32,0
24279.0,0,0,6,1,4,1,3,8,0,0,30,0,1,0,0,0,0,1,0,0,0,155,47,0
64355.0,1,0,66,2,4,3,12,8,0,0,35,0,1,0,0,0,0,0,0,0,1,1292,1139,0
50943.0,0,1,49,1,1,0,3,5,0,0,64,0,0,0,1,0,0,0,0,1,0,40,34,0
53653.0,0,0,29,2,10,4,12,6,0,0,67,0,0,0,0,1,0,0,1,0,0,1102,994,0
65665.0,0,1,77,1,5,10,8,3,0,0,44,0,1,0,0,0,0,0,1,0,0,916,887,0
81217.0,0,0,77,1,3,7,11,1,0,0,31,0,0,1,0,0,0,0,1,0,0,1073,989,0
34935.0,0,0,71,1,2,1,4,7,0,0,28,0,1,0,0,0,0,0,1,0,0,117,97,0
61250.0,0,1,49,6,5,2,12,5,0,0,61,1,0,0,0,0,0,0,1,0,0,671,612,0
39665.0,1,0,97,3,4,2,3,7,0,0,39,0,0,0,1,0,0,0,0,0,1,185,154,1
60152.0,0,1,6,1,6,4,12,3,0,0,41,0,0,1,0,0,0,0,1,0,0,852,761,0
48920.0,0,2,93,3,6,2,5,7,0,0,56,0,1,0,0,0,0,0,1,0,0,341,335,1
89120.0,0,0,78,1,5,6,7,1,0,0,61,0,0,0,1,0,0,0,0,1,0,1869,1814,1
44124.0,0,1,62,4,6,2,5,8,0,0,74,0,0,0,1,0,0,0,0,0,1,345,293,0
81169.0,0,0,47,1,5,7,9,2,0,0,45,0,0,1,0,0,0,0,0,1,0,2062,2035,0
36443.0,1,1,9,4,3,1,3,8,0,0,59,0,1,0,0,0,0,0,1,0,0,118,98,0
26095.0,1,0,77,1,1,0,3,7,0,0,30,0,0,1,0,0,0,0,1,0,0,31,20,0
71367.0,0,0,24,1,4,5,7,2,0,0,61,0,0,0,1,0,0,0,1,0,0,702,627,0
80184.0,0,0,19,1,6,3,10,3,0,0,76,0,1,0,0,0,0,0,0,1,0,1902,1902,2
30630.0,1,1,67,2,2,0,3,7,0,0,55,1,0,0,0,0,0,0,1,0,0,42,32,0
73454.0,0,0,95,1,2,4,6,5,0,0,33,0,0,1,0,0,0,0,0,1,0,1476,1301,1
42691.0,0,0,48,1,5,1,6,5,0,0,29,0,1,0,0,0,0,0,1,0,0,300,242,0
70503.0,0,0,73,1,2,4,9,6,0,0,67,0,1,0,0,0,0,0,1,0,0,1661,1595,2
25545.0,1,0,35,3,2,2,3,6,0,1,33,0,1,0,0,0,0,0,1,0,0,125,40,0
32880.0,1,0,76,1,1,0,3,8,0,0,34,0,1,0,0,0,0,0,1,0,0,40,38,0
77863.0,0,0,20,1,4,5,10,2,0,0,62,0,0,0,1,0,0,0,0,0,1,1279,1267,0
50353.0,0,0,72,1,4,4,6,3,0,0,43,0,1,0,0,0,0,0,0,1,0,407,372,0
61839.0,0,0,20,1,4,8,4,8,0,0,56,0,0,1,0,0,0,0,1,0,0,1775,1655,0
49154.0,1,1,69,6,4,1,8,6,0,0,60,0,1,0,0,0,0,0,0,0,1,340,269,0
